,acc_date,acc_id_seed_donor_number,acc_id_seq_num,collection_number,cultural_type,donor_country,fao_in_trust,multilateral_system,pedigree,previous_name,source_country,special_traits,species_name,status,strain_id,variety_name
11956,1/10/1964,W1409,1,NR-2,,UNKNOWN,Yes,Yes,,,NIGERIA,,O. punctata,,101330,
11957,1/10/1964,RC4872,2,NR-1,,UNKNOWN,Yes,Yes,,,NIGERIA,,O. punctata,,101329,
11958,1/10/1964,W1408,1,NR-1,,UNKNOWN,Yes,Yes,,,NIGERIA,,O. punctata,,101329,
11959,1/10/1964,RC5401,1,SL-1,Upland,UNKNOWN,Yes,Yes,,,SIERRA LEONE,,O. glaberrima,,101328,
11960,1/10/1964,RC5478,1,LA-8,Upland,UNKNOWN,Yes,Yes,,,LIBERIA,,O. sativa,,101323,
11961,1/10/1964,RC5423,1,GN-2,Upland,UNKNOWN,Yes,Yes,,,GUINEA,,O. sativa,,101321,
11962,1/10/1964,W1418,1,GN-3,,UNKNOWN,Yes,Yes,,,GUINEA,,O. barthii,,101317,
11963,1/10/1964,RC4876,1,NR-5,,UNKNOWN,Yes,Yes,,,NIGERIA,,O. sativa,,101339,
11964,1/10/1964,W1457,1,NG-1,,UNKNOWN,Yes,Yes,,,NIGER,,O. barthii/O. glaberrima,,101382,
11965,1/10/1964,W0047,1,,,JAPAN,Yes,Yes,,,UNKNOWN,,O. latifolia,,101392,
11966,1/10/1964,,,,,JAPAN,Yes,Yes,,,UNKNOWN,,O. punctata,,101389,
11967,1/10/1964,,,,,JAPAN,Yes,Yes,,,UNITED STATES,,O. minuta,,101387,
11968,1/10/1964,W0045,1,,,JAPAN,Yes,Yes,,,UNKNOWN,,O. minuta,,101386,
11969,1/10/1964,W1345,2,GN-5,,JAPAN,Yes,Yes,,,GUINEA,,Leersia tisseranti,,101384,
11970,1/10/1964,RC5426,3,GN-5,,JAPAN,Yes,Yes,,,GUINEA,,Leersia tisseranti,,101384,
11971,1/10/1964,W1406,1,GN-5,,JAPAN,Yes,Yes,,,GUINEA,,Leersia tisseranti,,101384,
11972,1/10/1964,RC5477,1,LA-7,,UNKNOWN,Yes,Yes,,,LIBERIA,,O. sativa,,101356,
11973,1/10/1964,W1439,1,ML-26,,JAPAN,Yes,Yes,,,MALI,,O. longistaminata,,101383,
11974,1/10/1964,RC5479,1,LA-9,,UNKNOWN,Yes,Yes,,,LIBERIA,,O. sativa,,101357,
11975,1/10/1964,RC4864,2,NG-1,,UNKNOWN,Yes,Yes,,,NIGER,,O. barthii/O. glaberrima,,101382,
11976,1/10/1964,W1458,1,NG-2,,UNKNOWN,Yes,Yes,,,NIGER,,O. barthii,,101381,
11977,1/10/1964,RC4865,2,NG-2,,UNKNOWN,Yes,Yes,,,NIGER,,O. barthii,,101381,
11978,1/10/1964,RC4875,1,NR-4,,UNKNOWN,Yes,Yes,,,NIGERIA,,O. sativa,,101379,
11979,1/10/1964,RC5449,1,ML-19,,UNKNOWN,Yes,Yes,,,MALI,,O. sativa,,101372,
11980,1/10/1964,RC5481,1,LA-11,,UNKNOWN,Yes,Yes,,,LIBERIA,,O. sativa,,101359,
11981,4/19/1978,TOG7230,3,MG14,,IVORY COAST,Yes,Yes,,,MALI,,O. glaberrima,,103546,
11982,1/10/1964,RC5457,2,ML-26,,JAPAN,Yes,Yes,,,MALI,,O. longistaminata,,101383,
11983,6/1/1985,G.S. 10537-2,1,RBR 84-254,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104825,
11984,6/1/1985,G.S. 10545-1,1,NKS 84-261,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104837,
11985,6/1/1985,G.S. 10544,1,NKS 84-260,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104836,
11986,6/1/1985,G.S. 10543-2,1,PJT 84-259,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104835,
11987,6/1/1985,G.S. 10543-1,1,PJT 84-259,,THAILAND,Yes,Yes,,,THAILAND,,O. sativa,,104834,
11988,6/1/1985,G.S. 10542,1,PJT 84-258,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104833,
11989,6/1/1985,G.S. 10540-2,1,NKS 84-256,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104830,
11990,,W1272,1,W25,,JAPAN,Yes,Yes,,,BRUNEI DARUSSALAM,,O. officinalis,,105100,
11991,6/1/1985,G.S. 10538-1,1,RBR 84-254,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104826,
11992,7/28/1981,W1632,2,KN-3,,JAPAN,Yes,Yes,,,AUSTRALIA,,O. australiensis,,104090,
11993,6/1/1985,G.S. 10537-1,1,RBR 84-254,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104824,
11994,6/1/1985,G.S. 10536-2,1,RBR 84-253,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104823,
11995,6/1/1985,G.S. 10536-1,1,RBR 84-253,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104822,
11996,6/1/1985,G.S. 10535-2,1,SRB 84-252,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104821,
11997,6/1/1985,G.S. 10535-1,1,SRB 84-252,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104820,
11998,6/1/1985,G.S. 9792,1,SRT 84-196,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104819,
11999,6/1/1985,G.S. 9791,1,SRT 84-195,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104818,
12000,6/1/1985,G.S. 10538-2,1,RBR 84-254,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104827,
12001,6/1/1985,G.S. 10552,1,NKS 84-267,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104847,
12002,6/1/1985,G.S. 10561-1,1,JBR 84-276,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104858,
12003,6/1/1985,G.S. 10560-2,1,RYG 84-275,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104857,
12004,6/1/1985,G.S. 10560-1,1,RYG 84-275,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104856,
12005,6/1/1985,G.S. 10559-2,1,RYG 84-274,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104855,
12006,6/1/1985,G.S. 10559-1,1,RYG 84-274,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104854,
12007,6/1/1985,G.S. 10556,1,SRB 84-271,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104852,
12008,6/1/1985,G.S. 10555,1,SRB 84-270,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104851,
12009,6/1/1985,G.S. 10545-2,1,NKS 84-261,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104838,
12010,6/1/1985,G.S. 10553,1,NKS 84-268,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104849,
12011,6/1/1985,G.S. 10546-1,1,NKS 84-262,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104839,
12012,6/1/1985,G.S. 10551,1,SRB 84-266,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104846,
12013,6/1/1985,G.S. 10550-2,1,SRB 84-265-2,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104845,
12014,6/1/1985,G.S. 10550-1,1,SRB 84-265-2,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104844,
12015,6/1/1985,G.S. 10549-2,1,SRB 84-265-1,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104843,
12016,4/19/1978,TOG7225,1,MG13,,IVORY COAST,Yes,Yes,,,MALI,,O. glaberrima,,103545,
12017,6/1/1985,G.S. 10548,1,SRB 84-264,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104841,
12018,6/1/1985,G.S. 9786,1,SKA 84-190,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104814,
12019,6/1/1985,G.S. 10554,1,NKS 84-269,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104850,
12020,6/1/1985,G.S. 9328,1,SKT 84-223,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104776,
12021,6/1/1985,G.S. 9789,1,NSR 84-193,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104816,
12022,6/1/1985,G.S. 9338,1,SKT 84-233,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104785,
12023,6/1/1985,G.S. 9337-2,1,SKT 84-232,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104784,
12024,6/1/1985,G.S. 9336,1,SKT 84-231,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104783,
12025,6/1/1985,G.S. 9335,1,SKT 84-230,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104782,
12026,6/1/1985,G.S. 9334,1,SKT 84-229,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104781,
12027,6/1/1985,G.S. 9333-2,1,SKT 84-228,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104780,
12028,6/1/1985,G.S. 9343,1,SKT 84-238,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104788,
12029,6/1/1985,G.S. 9329,1,SKT 84-224,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104777,
12030,6/1/1985,G.S. 9344,1,SKT 84-239,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104789,
12031,6/1/1985,G.S. 9327,1,SKT 84-222,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104775,
12032,6/1/1985,G.S. 9326,1,SKT 84-221,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104774,
12033,6/1/1985,G.S. 9324,1,SKT 84-219,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104772,
12034,6/1/1985,G.S. 9323,1,SKT 84-218,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104771,
12035,6/1/1985,G.S. 9322,1,SKT 84-217,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104770,
12036,6/1/1985,G.S. 9321,1,PSL 84-216,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104769,
12037,6/1/1985,G.S. 9319,1,SKT 84-214,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104767,
12038,6/1/1985,G.S. 9330,1,SKT 84-225,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104778,
12039,6/1/1985,G.S. 9763,1,NSR 83-102,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104802,
12040,6/1/1985,G.S. 10563-2,1,JBR 84-278,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104861,
12041,6/1/1985,G.S. 9776,1,PTT 83-127,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104812,
12042,6/1/1985,G.S. 9772,1,AYY 83-124,,THAILAND,Yes,Yes,,,THAILAND,,O. sativa,,104809,
12043,6/1/1985,G.S. 9771,1,RBR 83-111,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104808,
12044,6/1/1985,G.S. 9770,1,RBR 83-110,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104807,
12045,6/1/1985,G.S. 9769,1,RBR 83-109,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104806,
12046,6/1/1985,G.S. 9768,1,RBR 83-108,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104805,
12047,6/1/1985,G.S. 9342,1,SKT 84-237,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104787,
12048,6/1/1985,G.S. 9764,1,SBR 83-103,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104803,
12049,6/1/1985,G.S. 9788,1,SKA 84-192,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104815,
12050,6/1/1985,G.S. 9762,1,SRB 83-101,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104801,
12051,6/1/1985,G.S. 9352-2,1,SKT 84-247,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104798,
12052,6/1/1985,G.S. 9351,1,SKT 84-246,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104796,
12053,6/1/1985,G.S. 9350-1,1,SKT 84-245,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104794,
12054,6/1/1985,G.S. 9347,1,SKT 84-242,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104792,
12055,6/1/1985,G.S. 9346,1,SKT 84-241,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,104791,
12056,6/1/1985,G.S. 9345,1,SKT 84-240,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104790,
12057,6/1/1985,G.S. 9765,1,RBR 83-104,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104804,
12058,,W0646,1,AF-109,,JAPAN,Yes,Yes,,,SIERRA LEONE,,O. longistaminata,,105057,
12059,6/3/1985,W1137,1,,,JAPAN,Yes,Yes,,,INDIA,,O. rufipogon,,104996,
12060,,RC5483,2,IC-1,,UNKNOWN,Yes,Yes,,,IVORY COAST,,O. longistaminata,,105067,
12061,,W1444,1,IC-1,,UNKNOWN,Yes,Yes,,,IVORY COAST,,O. longistaminata,,105067,
12062,,RC5431,2,ML-1,,JAPAN,Yes,Yes,,,MALI,,O. longistaminata,,105065,
12063,,W1420,1,ML-1,,JAPAN,Yes,Yes,,,MALI,,O. longistaminata,,105065,
12064,,W1146,1,,,JAPAN,Yes,Yes,,,ZAIRE,,O. longistaminata,,105064,
12065,,W1044,1,AF-63,,JAPAN,Yes,Yes,,,NIGERIA,,O. longistaminata,,105061,
12066,,W1608,1,AR-6,,JAPAN,Yes,Yes,,,NIGERIA,,O. longistaminata,,105075,
12067,,W0649,1,AF-101,,JAPAN,Yes,Yes,,,SIERRA LEONE,,O. longistaminata,,105058,
12068,,W1610,1,AR-8,,JAPAN,Yes,Yes,,,NIGERIA,,O. longistaminata,,105076,
12069,,W0643,1,AF-105,,JAPAN,Yes,Yes,,,GAMBIA,,O. longistaminata,,105056,
12070,1/14/1984,TOG14375,1,YG704,,FRANCE,Yes,Yes,,,GUINEA,,O. glaberrima,Landrace/Traditional cultivar,105045,
12071,1/14/1984,TOG14607,1,YG467,,FRANCE,Yes,Yes,DOSSARI NOIR/KOUNDOU,,GUINEA,,O. glaberrima,,105019,
12072,1/14/1984,TOG14357,1,YG459,,FRANCE,Yes,Yes,,,GUINEA,,O. glaberrima,Landrace/Traditional cultivar,105018,
12073,6/3/1985,W1834,1,,,JAPAN,Yes,Yes,,,UNKNOWN,,O. rufipogon,,105001,
12074,6/3/1985,G.S. 10547,1,,,THAILAND,Yes,Yes,,,THAILAND,,O. nivara,,105000,
12075,6/1/1985,G.S. 10561-2,1,JBR 84-276,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104859,
12076,,W1004,1,AF-67A,,JAPAN,Yes,Yes,,,GHANA,,O. longistaminata,,105060,
12077,,W1257,1,W10,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105089,
12078,8/25/1983,TOG7191,1,IG 5(2),,NIGERIA,Yes,Yes,,,IVORY COAST,,O. glaberrima,Landrace/Traditional cultivar,104573,
12079,,W1270,1,W23,,JAPAN,Yes,Yes,,,BRUNEI DARUSSALAM,,O. officinalis,,105098,
12080,,W1269,1,W22,,JAPAN,Yes,Yes,,,BRUNEI DARUSSALAM,,O. officinalis,,105097,
12081,,W1268,1,W21,,JAPAN,Yes,Yes,,,BRUNEI DARUSSALAM,,O. officinalis,,105096,
12082,,W1263,1,W16,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105094,
12083,,W1261,1,W14,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105093,
12084,,W1260,1,W13,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105092,
12085,,W1571,1,D-2,,JAPAN,Yes,Yes,,,NIGERIA,,O. longistaminata,,105073,
12086,,W1258,1,W11,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105090,
12087,6/3/1985,W1122,1,,,JAPAN,Yes,Yes,,W1122-P2,INDIA,,O. rufipogon,,104995,
12088,,W1252,1,W5,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105088,
12089,,W1251,1,W4,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105087,
12090,,W1240,1,,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105086,
12091,,W1204,1,W15,,JAPAN,Yes,Yes,,,PHILIPPINES,,O. officinalis,,105085,
12092,,W0561,1,,,JAPAN,Yes,Yes,,,VIETNAM,,O. officinalis,,105080,
12093,,W1624,1,,,JAPAN,Yes,Yes,,,CAMEROON,,O. longistaminata,,105078,
12094,,W1617,1,SO-6,,JAPAN,Yes,Yes,,,NIGERIA,,O. longistaminata,,105077,
12095,,W1259,1,W12,,JAPAN,Yes,Yes,,,MALAYSIA,,O. officinalis,,105091,
12096,6/1/1985,G.S. 10575,1,PJK 84-290,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon/O. nivara,,104869,
12097,6/3/1985,W1238,1,,,JAPAN,Yes,Yes,,,INDONESIA,,O. rufipogon,,104999,
12098,8/7/1985,,,S6199,,CHINA,Yes,Yes,,,CHINA,,O. alta,,104965,
12099,8/7/1985,,,S7490,,CHINA,Yes,Yes,,,CHINA,,O. rufipogon/O. nivara,,104962,
12100,8/7/1985,,,S7483,,CHINA,Yes,Yes,,,CHINA,,O. spontanea,,104960,
12101,8/7/1985,,,S7482,,CHINA,Yes,Yes,,,CHINA,,O. spontanea,,104959,
12102,6/1/1985,G.S. 6083-1,1,PSL 82-58,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104875,
12103,6/1/1985,G.S. 6040,1,SRB 82-15,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104873,
12104,8/7/1985,,,W248,,CHINA,Yes,Yes,,,CHINA,,O. nivara,,104969,
12105,6/1/1985,G.S. 10576,1,PJK 84-291,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104870,
12106,8/7/1985,,,W1052,,CHINA,Yes,Yes,,,CHINA,,O. rufipogon/O. sativa,,104971,
12107,6/1/1985,G.S. 10572,1,CPN 84-287,,THAILAND,Yes,Yes,,,THAILAND,,O. officinalis,,104868,
12108,6/1/1985,G.S. 10571,1,PJK 84-286,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104867,
12109,6/1/1985,G.S. 10570,1,PJK 84-285,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104866,
12110,6/1/1985,G.S. 10566,1,PJK 84-281,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104864,
12111,6/1/1985,G.S. 10564-2,1,TRT 84-279,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104863,
12112,6/1/1985,G.S. 10564-1,1,TRT 84-279,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104862,
12113,6/1/1985,G.S. 9315-2,1,SKT 84-210,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104764,
12114,6/1/1985,G.S. 10577,1,PBR 84-292,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104871,
12115,7/19/1985,,,C002-S002,,UNITED KINGDOM,Yes,Yes,,,NIGER,,O. brachyantha,,104979,
12116,6/3/1985,W1357,1,,,JAPAN,Yes,Yes,,,MALAYSIA,,O. meyeriana,,104990,
12117,6/3/1985,W1356,1,,,JAPAN,Yes,Yes,,,MALAYSIA,,O. meyeriana,,104989,
12118,6/3/1985,W1352,1,,,JAPAN,Yes,Yes,,,MALAYSIA,,O. meyeriana,,104987,
12119,6/3/1985,W0022,1,,,JAPAN,Yes,Yes,,,INDIA,,O. granulata,,104986,
12120,7/24/1985,,,1455,,CUBA,Yes,Yes,,,CUBA,,O. latifolia,,104985,
12121,7/19/1985,,,C078-S050,,UNITED KINGDOM,Yes,Yes,,,NIGER,,O. barthii,,104984,
12122,7/19/1985,,,C060-S036,,UNITED KINGDOM,Yes,Yes,,,NIGER,,O. barthii,,104983,
12123,8/7/1985,,,W005,,CHINA,Yes,Yes,,,CHINA,,O. spontanea,,104967,
12124,7/19/1985,,,C004-S004,,UNITED KINGDOM,Yes,Yes,,,NIGER,,O. barthii,,104981,
12125,6/1/1985,G.S. 10563-1,1,JBR 84-278,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104860,
12126,8/23/1985,,,,,INDONESIA,Yes,Yes,,,INDONESIA,,O. officinalis,,104978,
12127,8/8/1985,EAINR-16312,1,INDEX NO. 128,,KENYA,Yes,Yes,,,KENYA,,O. longistaminata,,104977,
12128,8/8/1985,EAINR-16311,1,INDEX NO. 53,,KENYA,Yes,Yes,,,KENYA,,O. longistaminata,,104976,
12129,8/8/1985,EAINR-16313,1,INDEX NO. 213,,KENYA,Yes,Yes,,,KENYA,,O. punctata,,104975,
12130,8/8/1985,EAINR-16310,1,INDEX NO. 50,,KENYA,Yes,Yes,,,KENYA,,O. punctata,,104974,
12131,8/7/1985,,,O110,,CHINA,Yes,Yes,,,CHINA,,O. officinalis,,104973,
12132,8/7/1985,,,O103,,CHINA,Yes,Yes,,,CHINA,,O. officinalis,,104972,
12133,7/19/1985,,,C012A-C011A,,UNITED KINGDOM,Yes,Yes,,,NIGER,,Oryza sp.,,104982,
12134,2/12/1986,W1862-D,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104646,
12135,1/12/1984,PJR 82-1-1,2,,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104639,
12136,2/12/1986,W1879,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104657,
12137,2/12/1986,W1877-2,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104655,
12138,2/12/1986,G.S. 7901,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104654,
12139,2/12/1986,W1876,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104654,
12140,2/12/1986,W1866C,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104650,
12141,2/12/1986,G.S. 7891,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104648,
12142,2/12/1986,W1883-2,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104658,
12143,2/12/1986,W1863A,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. rufipogon,,104647,
12144,2/12/1986,G.S. 7905,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104658,
12145,2/12/1986,W1861,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104645,
12146,2/12/1986,W1860-9,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104644,
12147,2/12/1986,W1856A,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. rufipogon,,104643,
12148,2/12/1986,W1847,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104642,
12149,2/12/1986,W1846,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. rufipogon,,104641,
12150,7/1/1984,,,,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,104640,
12151,6/3/1985,,,DN8,,FRANCE,Yes,Yes,,,INDIA,,O. nivara,,104683,
12152,2/12/1986,W1864,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104648,
12153,2/12/1986,G.S. 7913,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104668,
12154,6/1/1985,G.S. 9317,1,PSL 84-212,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104766,
12155,2/26/1985,,,,,PHILIPPINES,Yes,Yes,,,PHILIPPINES,,O. minuta,,104677,
12156,2/26/1985,,,,,PHILIPPINES,Yes,Yes,,,PHILIPPINES,,O. minuta,,104676,
12157,2/21/1985,,,,,PHILIPPINES,Yes,Yes,,,PHILIPPINES,,O. minuta,,104674,
12158,2/4/1985,,,57/85/W003,,MALAYSIA,Yes,Yes,,,MALAYSIA,,O. officinalis,,104673,
12159,2/12/1986,G.S. 7914,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104670,
12160,2/12/1986,W1905,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104670,
12161,2/12/1986,G.S. 7903,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104657,
12162,2/12/1986,W1903-1,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104669,
12163,5/31/1984,ACC. 17,1,,,CHINA,Yes,Yes,,,CHINA,,O. spontanea,,104636,
12164,2/12/1986,W1902-1,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104668,
12165,2/12/1986,G.S. 7912,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104666,
12166,2/12/1986,W1899-1,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104666,
12167,2/12/1986,W1892-1,2,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104662,
12168,2/12/1986,G.S. 7908,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104662,
12169,2/12/1986,W1889C-1,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. rufipogon,,104661,
12170,2/12/1986,W1885,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104659,
12171,2/12/1986,G.S. 7914,1,,,JAPAN,Yes,Yes,,,THAILAND,,O. nivara,,104669,
12172,8/25/1983,TOG7276,1,UG 46(2),,NIGERIA,Yes,Yes,,,CAMEROON,,O. glaberrima,Landrace/Traditional cultivar,104584,
12173,1/12/1984,G.S. 89000-1,1,,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,104639,
12174,8/25/1983,TOG7296,1,HG 31,,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104593,
12175,8/25/1983,TOG7294,1,HG 28,,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104592,
12176,8/25/1983,TOG7293,1,HG 25(2),,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104591,
12177,8/25/1983,TOG7292,1,HG 25(1),,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104590,
12178,8/25/1983,TOG7291,1,HG 24,,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104589,
12179,8/25/1983,TOG7288,1,HG 20,,NIGERIA,Yes,Yes,,,BURKINA FASO,,O. glaberrima,Landrace/Traditional cultivar,104587,
12180,8/25/1983,TOG7308,1,MB 7(2),,NIGERIA,Yes,Yes,,,MALI,,O. glaberrima,Landrace/Traditional cultivar,104595,
12181,8/25/1983,TOG7279,1,UG 56(2),,NIGERIA,Yes,Yes,,,CAMEROON,,O. glaberrima,Landrace/Traditional cultivar,104585,
12182,8/25/1983,TOG7313,1,TB 39(1),,NIGERIA,Yes,Yes,,,CHAD,,O. glaberrima,,104597,
12183,8/25/1983,TOG7274,1,UG 26(3),,NIGERIA,Yes,Yes,,,CAMEROON,,O. glaberrima,Landrace/Traditional cultivar,104583,
12184,8/25/1983,TOG7273,1,UG 26(2),,NIGERIA,Yes,Yes,,,CAMEROON,,O. glaberrima,Landrace/Traditional cultivar,104582,
